item,itemLabel,idwlm,localLabel,municipioLabel,fonte,cat,cats,button,tipos,classes
http://www.wikidata.org/entity/Q98444149,"Árvore isolada em Mata Nacional do Buçaco - no Largo do Mosteiro, diante da fundação",ICNFAIP01110428I,Luso,Mealhada,,,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q98444149&descriptionlang=pt&description=%C3%81rvore%20isolada%20em%20Mata%20Nacional%20do%20Bu%C3%A7aco%20-%20no%20Largo%20do%20Mosteiro%2C%20diante%20da%20funda%C3%A7%C3%A3o%20-%20oliveira%20em%20Mata%20Nacional%20do%20Bu%C3%A7aco%20-%20no%20Largo%20do%20Mosteiro%2C%20diante%20da%20funda%C3%A7%C3%A3o&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],Árvore de Interesse Público,
http://www.wikidata.org/entity/Q98444153,Árvore isolada em Mata Nacional do Buçaco - no adro da Ermida de São José,ICNFAIP01110430I,Luso,Mealhada,,,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q98444153&descriptionlang=pt&description=%C3%81rvore%20isolada%20em%20Mata%20Nacional%20do%20Bu%C3%A7aco%20-%20no%20adro%20da%20Ermida%20de%20S%C3%A3o%20Jos%C3%A9%20-%20cedro-do-bu%C3%A7aco%20em%20Mata%20Nacional%20do%20Bu%C3%A7aco%20-%20no%20adro%20da%20Ermida%20de%20S%C3%A3o%20Jos%C3%A9&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],Árvore de Interesse Público,
http://www.wikidata.org/entity/Q98444167,Árvore isolada em Mata Nacional do Buçaco - no cimo do Vale de São Silvestre,ICNFAIP01110418I,Luso,Mealhada,,,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q98444167&descriptionlang=pt&description=%C3%81rvore%20isolada%20em%20Mata%20Nacional%20do%20Bu%C3%A7aco%20-%20no%20cimo%20do%20Vale%20de%20S%C3%A3o%20Silvestre%20-%20eucalipto%20em%20Mata%20Nacional%20do%20Bu%C3%A7aco%20-%20no%20cimo%20do%20Vale%20de%20S%C3%A3o%20Silvestre&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],Árvore de Interesse Público,
http://www.wikidata.org/entity/Q98444170,"Árvore isolada em Mata Nacional do Buçaco - no jardim, ao lado do Palace Hotel",ICNFAIP01110420I,Luso,Mealhada,,,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q98444170&descriptionlang=pt&description=%C3%81rvore%20isolada%20em%20Mata%20Nacional%20do%20Bu%C3%A7aco%20-%20no%20jardim%2C%20ao%20lado%20do%20Palace%20Hotel%20-%20araucaria-da-queensl%C3%A2ndia%20ou%20bunya-bunya%20em%20Mata%20Nacional%20do%20Bu%C3%A7aco%20-%20no%20jardim%2C%20ao%20lado%20do%20Palace%20Hotel&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],Árvore de Interesse Público,
http://www.wikidata.org/entity/Q98444135,"Árvore isolada em Mata Nacional do Buçaco - no talude, junto à Fonte de Santa Teresa",ICNFAIP01110436I,Luso,Mealhada,,,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q98444135&descriptionlang=pt&description=%C3%81rvore%20isolada%20em%20Mata%20Nacional%20do%20Bu%C3%A7aco%20-%20no%20talude%2C%20junto%20%C3%A0%20Fonte%20de%20Santa%20Teresa%20-%20sequ%C3%B3ia%20em%20Mata%20Nacional%20do%20Bu%C3%A7aco%20-%20no%20talude%2C%20junto%20%C3%A0%20Fonte%20de%20Santa%20Teresa&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],Árvore de Interesse Público,
http://www.wikidata.org/entity/Q98444165,Árvore isolada em Mata Nacional do Buçaco - próximo do viveiro florestal,ICNFAIP01110419I,Luso,Mealhada,,,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q98444165&descriptionlang=pt&description=%C3%81rvore%20isolada%20em%20Mata%20Nacional%20do%20Bu%C3%A7aco%20-%20pr%C3%B3ximo%20do%20viveiro%20florestal%20-%20eucalipto%20em%20Mata%20Nacional%20do%20Bu%C3%A7aco%20-%20pr%C3%B3ximo%20do%20viveiro%20florestal&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],Árvore de Interesse Público,
http://www.wikidata.org/entity/Q98444141,Árvore isolada em Mata Nacional do Buçaco - à entrada do viveiro florestal,ICNFAIP01110435I,Luso,Mealhada,,,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q98444141&descriptionlang=pt&description=%C3%81rvore%20isolada%20em%20Mata%20Nacional%20do%20Bu%C3%A7aco%20-%20%C3%A0%20entrada%20do%20viveiro%20florestal%20-%20mirtilo-magenta%20em%20Mata%20Nacional%20do%20Bu%C3%A7aco%20-%20%C3%A0%20entrada%20do%20viveiro%20florestal&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],Árvore de Interesse Público,
http://www.wikidata.org/entity/Q96639899,CTT da Mealhada,DGPC-11052605,"Mealhada, Ventosa do Bairro e Antes",Mealhada,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/11052605 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=21174 SIPA],,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q96639899&descriptionlang=pt&description=CTT%20da%20Mealhada%20-%20Mealhada%20-%20Portugal%20-%20-&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],posto de correio,sem protecção legal
http://www.wikidata.org/entity/Q119950436,Antiga Sucursal da Fábrica das Devesas,DGPC-31585229,Pampilhosa,Mealhada,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/31585229 DGPC],,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q119950436&descriptionlang=pt&description=Antiga%20Sucursal%20da%20F%C3%A1brica%20das%20Devesas%20-%20Mealhada%20-%20Portugal%20-%20-&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],edifício,sem protecção legal
http://www.wikidata.org/entity/Q66813050,Casa Rural Quinhentista,DGPC-73053,Pampilhosa,Mealhada,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/73053 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=3632 SIPA],,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q66813050&descriptionlang=pt&description=Casa%20Rural%20Quinhentista%20-%20casa%20em%20Mealhada%2C%20Portugal&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],"edifício, casa","Em vias de classificação, Imóvel de Interesse Público"
http://www.wikidata.org/entity/Q66813052,Capela de São Simão,DGPC-71069,Bunheiro,Murtosa,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/71069 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=271 SIPA],Capela de São Simão (Murtosa),Images from Wiki Loves Monuments 2022 in Portugal - Aveiro|Capela de São Simão (Murtosa),[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q66813052&descriptionlang=pt&description=Capela%20de%20S%C3%A3o%20Sim%C3%A3o%20-%20capela%20em%20Murtosa%2C%20Portugal&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro%7CCapela%20de%20S%C3%A3o%20Sim%C3%A3o%20%28Murtosa%29]],capela,Imóvel de Interesse Municipal
http://www.wikidata.org/entity/Q97362092,Sobrado Vermelho,DGPC-13315132,Bunheiro,Murtosa,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/13315132 DGPC],,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q97362092&descriptionlang=pt&description=Sobrado%20Vermelho%20-%20Murtosa%20-%20Portugal%20-%20-&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],edifício,sem protecção legal
http://www.wikidata.org/entity/Q111146653,Cineteatro da Murtosa,DGPC-30138056,Murtosa,Murtosa,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/30138056 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=36352 SIPA],,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q111146653&descriptionlang=pt&description=Cineteatro%20da%20Murtosa%20-%20Murtosa%20-%20Portugal%20-%20-&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],"sala de cinema, teatro",sem protecção legal
http://www.wikidata.org/entity/Q98713455,Hospital da Murtosa,DGPC-11634610,Murtosa,Murtosa,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/11634610 DGPC],,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q98713455&descriptionlang=pt&description=Hospital%20da%20Murtosa%20-%20Murtosa%20-%20Portugal%20-%20-&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],hospital,sem protecção legal
http://www.wikidata.org/entity/Q10356319,Quinta da Caneira,DGPC-7576638,Murtosa,Murtosa,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/7576638 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=32881 SIPA],Quinta da Caneira,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro|Quinta da Caneira,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q10356319&descriptionlang=pt&description=Quinta%20da%20Caneira%20-%20quinta%20na%20Murtosa%2C%20Portugal&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro%7CQuinta%20da%20Caneira]],quinta,Imóvel de Interesse Municipal
http://www.wikidata.org/entity/Q10352197,Pousada da Ria,DGPC-11634800,Torreira,Murtosa,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/11634800 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=17340 SIPA],Pousada da Ria,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro|Pousada da Ria,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q10352197&descriptionlang=pt&description=Pousada%20da%20Ria%20-%20pousada%20na%20Murtosa%2C%20Portugal&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro%7CPousada%20da%20Ria]],hotel,sem protecção legal
http://www.wikidata.org/entity/Q108861388,Casa da Quinta da Costeira,SIPA-16266,Carregosa,Oliveira de Azeméis,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/3924581 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=16266 SIPA],Casa da Quinta da Costeira,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro|Casa da Quinta da Costeira,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q108861388&descriptionlang=pt&description=Casa%20da%20Quinta%20da%20Costeira&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro%7CCasa%20da%20Quinta%20da%20Costeira]],"capela, casa",Monumento de Interesse Público
http://www.wikidata.org/entity/Q66813061,Edifício Vasques,DGPC-5131862,Carregosa,Oliveira de Azeméis,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/5131862 DGPC],Edifício Vasques,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro|Edifício Vasques,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q66813061&descriptionlang=pt&description=Edif%C3%ADcio%20Vasques%20-%20edif%C3%ADcio%20em%20Oliveira%20de%20Azem%C3%A9is%2C%20Portugal&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro%7CEdif%C3%ADcio%20Vasques]],edifício,sem protecção legal
http://www.wikidata.org/entity/Q66813059,Quinta da Costeira,DGPC-3924581,Carregosa,Oliveira de Azeméis,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/3924581 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=9857 SIPA],Quinta da Costeira,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro|Quinta da Costeira,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q66813059&descriptionlang=pt&description=Quinta%20da%20Costeira%20-%20quinta%20em%20Oliveira%20de%20Azem%C3%A9is%2C%20Portugal&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro%7CQuinta%20da%20Costeira]],quinta,Monumento de Interesse Público
http://www.wikidata.org/entity/Q98444315,Árvore isolada em Lugar do Monte. R. Abilio Campos Jardim da D. Julieta Portal Jorge,ICNF-KNJ1/562,Cesar,Oliveira de Azeméis,,,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q98444315&descriptionlang=pt&description=%C3%81rvore%20isolada%20em%20Lugar%20do%20Monte.%20R.%20Abilio%20Campos%20Jardim%20da%20D.%20Julieta%20Portal%20Jorge%20-%20camec%C3%ADpare-de-lawson%20em%20Lugar%20do%20Monte.%20R.%20Abilio%20Campos%20Jardim%20da%20D.%20Julieta%20Portal%20Jorge&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],Árvore de Interesse Público,
http://www.wikidata.org/entity/Q98444319,Árvore isolada em Escola Básica n.º 1 de Loureiro,ICNF-KNJ1/565,Loureiro,Oliveira de Azeméis,,,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q98444319&descriptionlang=pt&description=%C3%81rvore%20isolada%20em%20Escola%20B%C3%A1sica%20n.%C2%BA%201%20de%20Loureiro%20-%20sobreiro%20em%20Escola%20B%C3%A1sica%20n.%C2%BA%201%20de%20Loureiro&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],Árvore de Interesse Público,
http://www.wikidata.org/entity/Q66813063,Casa Resende,DGPC-5813125,Macieira de Sarnes,Oliveira de Azeméis,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/5813125 DGPC],Casa Resende,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro|Casa Resende,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q66813063&descriptionlang=pt&description=Casa%20Resende%20-%20casa%20em%20Oliveira%20de%20Azem%C3%A9is%2C%20Portugal&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro%7CCasa%20Resende]],casa,sem protecção legal
http://www.wikidata.org/entity/Q97067157,Casa do Touto,DGPC-4984543,Macieira de Sarnes,Oliveira de Azeméis,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/4984543 DGPC],Casa do Touto,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro|Casa do Touto,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q97067157&descriptionlang=pt&description=Casa%20do%20Touto%20-%20Oliveira%20de%20Azem%C3%A9is%20-%20Portugal%20-%20Arquitectura%20Civil%20%2F%20Casa&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro%7CCasa%20do%20Touto]],casa,sem protecção legal
http://www.wikidata.org/entity/Q66813060,Quinta de Macieira de Sarnes,DGPC-3926024,Macieira de Sarnes,Oliveira de Azeméis,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/3926024 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=9610 SIPA],Quinta de Macieira de Sarnes,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro|Quinta de Macieira de Sarnes,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q66813060&descriptionlang=pt&description=Quinta%20de%20Macieira%20de%20Sarnes%20-%20quinta%20em%20Oliveira%20de%20Azem%C3%A9is%2C%20Portugal&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro%7CQuinta%20de%20Macieira%20de%20Sarnes]],quinta,Monumento de Interesse Público
http://www.wikidata.org/entity/Q96359312,Cadeia Comarcã de Oliveira de Azeméis,DGPC-10871084,"Oliveira de Azeméis, Santiago da Riba-Ul, Ul, Macinhata da Seixa e Madail",Oliveira de Azeméis,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/10871084 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=16102 SIPA],Cadeia Comarcã de Oliveira de Azeméis,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro|Cadeia Comarcã de Oliveira de Azeméis,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q96359312&descriptionlang=pt&description=Cadeia%20Comarc%C3%A3%20de%20Oliveira%20de%20Azem%C3%A9is%20-%20Oliveira%20de%20Azem%C3%A9is%20-%20Portugal%20-%20-&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro%7CCadeia%20Comarc%C3%A3%20de%20Oliveira%20de%20Azem%C3%A9is]],prisão,sem protecção legal
http://www.wikidata.org/entity/Q96994547,Casa de Sequeira Monterroso,DGPC-70750,"Oliveira de Azeméis, Santiago da Riba-Ul, Ul, Macinhata da Seixa e Madail",Oliveira de Azeméis,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/70750 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=732 SIPA],Casa de Sequeira Monterroso,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro|Casa de Sequeira Monterroso,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q96994547&descriptionlang=pt&description=Casa%20de%20Sequeira%20Monterroso%20-%20Oliveira%20de%20Azem%C3%A9is%20-%20Portugal%20-%20Arquitectura%20Civil%20%2F%20Casa&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro%7CCasa%20de%20Sequeira%20Monterroso]],casa,Em vias de classificação
http://www.wikidata.org/entity/Q66813054,"Casa dos Corte Real, também denominada «dos Reis e Vasconcelos»",DGPC-72371,"Oliveira de Azeméis, Santiago da Riba-Ul, Ul, Macinhata da Seixa e Madail",Oliveira de Azeméis,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/72371 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=647 SIPA],"Casa dos Corte Real, também denominada «dos Reis e Vasconcelos»","Images from Wiki Loves Monuments 2022 in Portugal - Aveiro|Casa dos Corte Real, também denominada «dos Reis e Vasconcelos»",[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q66813054&descriptionlang=pt&description=Casa%20dos%20Corte%20Real%2C%20tamb%C3%A9m%20denominada%20%C2%ABdos%20Reis%20e%20Vasconcelos%C2%BB%20-%20casa%20em%20Oliveira%20de%20Azem%C3%A9is%2C%20Portugal&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro%7CCasa%20dos%20Corte%20Real%2C%20tamb%C3%A9m%20denominada%20%C2%ABdos%20Reis%20e%20Vasconcelos%C2%BB]],casa,Imóvel de Interesse Público
http://www.wikidata.org/entity/Q96808717,"Casa dos Sousa Pedrosas, incluindo largo e chafariz adjacentes",DGPC-156149,"Oliveira de Azeméis, Santiago da Riba-Ul, Ul, Macinhata da Seixa e Madail",Oliveira de Azeméis,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/156149 DGPC],"Casa dos Sousa Pedrosas, incluindo largo e chafariz adjacentes","Images from Wiki Loves Monuments 2022 in Portugal - Aveiro|Casa dos Sousa Pedrosas, incluindo largo e chafariz adjacentes",[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q96808717&descriptionlang=pt&description=Casa%20dos%20Sousa%20Pedrosas%2C%20incluindo%20largo%20e%20chafariz%20adjacentes%20-%20Conjunto%20em%20Oliveira%20de%20Azem%C3%A9is&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro%7CCasa%20dos%20Sousa%20Pedrosas%2C%20incluindo%20largo%20e%20chafariz%20adjacentes]],"conjunto urbano, casa",sem protecção legal
http://www.wikidata.org/entity/Q98348800,Casa e quinta do Alméu,DGPC-22982632,"Oliveira de Azeméis, Santiago da Riba-Ul, Ul, Macinhata da Seixa e Madail",Oliveira de Azeméis,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/22982632 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=22262 SIPA],Casa e quinta do Alméu,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro|Casa e quinta do Alméu,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q98348800&descriptionlang=pt&description=Casa%20e%20quinta%20do%20Alm%C3%A9u%20-%20Oliveira%20de%20Azem%C3%A9is%20-%20Portugal%20-%20-&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro%7CCasa%20e%20quinta%20do%20Alm%C3%A9u]],"quinta, casa",Em vias de classificação
